Column1,date,title,text,day,month,year,link
45, 18 januari 2019 kl. 16.01,17-årig flicka åtalas för mord i Göteborg,"Mordåtalet handlar om en 32-årig man som sköts i sin bil i stadsdelen Guldheden i Göteborg omkring klockan 19.30 en kväll i maj förra året. Enligt åklagaren var två unga män och tre tonårsflickor inblandade i dådet. Alla är från Stockholmstrakten, utom en 20-årig göteborgare som åtalas för anstiftan till mord. En 20-årig man och en 17-årig flicka åtalas för att tillsammans ha utfört själva mordet. Flickan var bara 16 år när mordet skedde. Både 20-åringen och flickan nekar till alla anklagelser om brott. Enligt åklagaren höll de åtalade koll på 32-åringen genom en gps-sändare som satts fast på undersidan av hans bil. Vem eller vilka som placerat den där är oklart. De två andra flickorna, som nu fyllt 17 respektive 18 år, åtalas för medhjälp till mord. Enligt åtalet har de efter mordet förvarat vapen och kläder i ett skåp på Göteborgs centralstation, och även tagit emot en stor summa kontanter som betalning. Den 20-årige stockholmaren åtalas dessutom för grovt vapenbrott och förberedelse till mord i ett annat ärende vid Göteborgs tingsrätt. Bland övriga misstänkta i den utredningen finns en 17-årig stockholmare. Han är också häktad vid Stockholms tingsrätt, som en av flera unga misstänkta för ett mord på Lidingö i juni förra året. Offret på Lidingö var en 57-årig man, som även han sköts till döds. Vittnen har berättat att två personer flydde från mordplatsen i en bil. Åtal för mordet kan komma i början av februari. Vid mordet i Göteborg användes, enligt åklagarna, en bil som tillhörde en annan av de mordmisstänkta i Lidingö-ärendet. ",18,januari,2019,https://www.aftonbladet.se/nyheter/a/4dalP9/17-arig-flicka-atalas-for-mord-i-goteborg
46,NULL,NULL,NULL,NULL,NULL,NULL,https://live.aftonbladet.se/supernytt/news/5f451ac1cb715d0011e94254
47, 20 januari 2020 kl. 11.14,Ung man får 16 års fängelse för rånmord,"Mördarens 21-årige kamrat döms till fängelse i fem år och tre månader för bland annat grovt rån. Åklagaren hade åtalat båda männen, och en 17-årig flicka, för mord. Flickan frias helt i domen från  Göteborgs Rånmordet skedde vid tvåtiden på natten vid Hjalmar Brantingsplatsen, som är en knutpunkt i kollektivtrafiken. 18-åringen och hans kamrat kom till platsen med samma buss som trion som senare åtalades, men de var inte i sällskap. Brottsoffren rånades bland annat på en väska och en mobiltelefon. I samband med rånet fick 18-åringen fick ett knivhugg i bröstet. Han avled senare på sjukhus. De två nu dömda männen, och den 17-åriga flickan, greps på en innergård i närheten av brottsplatsen ett par timmar efter rånmordet. Alla tre var påverkade av droger. På platsen där de greps fanns även den mördade 18-åringens väska och bankkort. 22-åringen ska betala 40 000 kronor i skadestånd till 18-åringens släktingar. Dessutom ska de två dömda männen betala 33 000 kronor till den mördade mannens kamrat. ",20,januari,2020,https://www.aftonbladet.se/nyheter/a/y3nlJg/ung-man-far-16-ars-fangelse-for-ranmord
48, 23 juli 2020 kl. 16.41,18-årig dömd mördare fritogs av två män i taxi,"Det var under tisdagsförmiddagen som den dömde mördaren var på en utevistelse vid Hede Fashion Outlet i  Kungsbacka Två män anlände plötsligt i en taxi och fritog honom. De tre männen lämnade sedan platsen. De tre männen är fortfarande på fri fot och jagas nu av polisen. Männen i taxin misstänks för främjande av flykt. Polisen i Kungsbacka bekräftar Aftonbladets uppgifter om fritagningen under onsdagen. Sent i går greps fyra personer i ärendet, enligt Christer Fuxborg, polisens presstalesperson.  Enligt uppgifter till Aftonbladet är den 18-årige man som fritogs i Kungsbacka igår samma person som 2018 dömdes för ett mord på en pizzeria i Rinkeby den 8 januari 2018. 18-åringen, som vid tidpunkten för mordet var 16 år fångades på en övervakningskamera i anslutning till pizzerian 2018. Nästa gång skytten gick ut på torget och spanade mot lokalen fullföljde han mordplanen. Det var över på någon sekund. 24-åringen träffades i huvudet och halsen och visade inga livstecken när polisen anlände några minuter senare. Den då 16-årige mördaren kunde gripas och dömdes sedermera för mord. I samma mål dömdes han också för grovt vapenbrott då han hade en pistol och en kulsprutepistol samt för narkotikabrott då han hade 600 gram cannabis. Påföljden blev tre års sluten ungdomsvård. ",23,juli,2020,https://www.aftonbladet.se/nyheter/a/VbK46p/18-arig-domd-mordare-fritogs-av-tva-man-i-taxi
49, 30 december 2019 kl. 11.25,Två män döms för knivmord i galleria,"Den 22-årige mannen döms till fängelse i 16 år och en 24-årig man döms till fängelse i åtta år för medhjälp till mord. Dådet skedde i juli i samband med ett bråk i köpcentrumet  Göteborg Den dömde 22-åringen har medgett att han höll i kniven men hela tiden hävdat att han agerade i nödvärn. Även offret använde kniv i bråket. Göteborgs tingsrätt anser att detta inte gav honom rätt att fortsätta använda våld med kniv. Att gärningsmannen skadades i armen gör att han får en aningen mildare påföljd. Motivet till mordet är fortfarande oklart, men det har framkommit att både den dömde mannen och offret har haft kontakt sedan tidigare samt att 22-åringen beväpnade sig med kniv inför en eventuell konfrontation. De båda dömda männen ska sammanlagt betala 120 000 kronor till offrets anhöriga. ",30,december,2019,https://www.aftonbladet.se/nyheter/a/kJLX7j/tva-man-doms-for-knivmord-i-galleria
50,NULL,NULL,NULL,NULL,NULL,NULL,https://tv.aftonbladet.se/video/302411
51, 30 maj 2021 kl. 13.58,En död och fem skadade efter skjutning i Göteborg,En stor polisinsats pågick i  Göteborg En man i 40-årsåldern har dött och fem personer vårdas på sjukhus. En man i 20-årsåldern har anhållits misstänkt för mord. Händelsen har koppling till fredagens tumult då uppemot 100 personer deltog i ett våldsamt upplopp i samma område. Mängder av människor slogs på torget och 32 personer omhändertogs av polis och tre personer anhölls. Efter fredagens upplopp inledde polisen en särskild händelse för att kunna nyttja och förstärka med resurser i hela polisregionen och förhindra ytterligare brottslighet. Polisen larmades till parkeringen vid köpcentrumet mitt på ljusa dagen vid klockan 13.30 då någon eller några avlossat skott. En stor polisinsats inleddes och en stor samling människor befann sig på platsen. En man i 20-årsåldern greps och anhölls senare under dagen misstänkt för mord. Polisen utesluter inte att fler gripanden kan komma att ske och ytterligare brottsrubriceringar kan bli aktuella. Under eftermiddagen och kvällen har polisen knackat dörr i området för att söka eventuella vittnen. Polisen är angelägen om att komma i kontakt med personer som har tips eller gjort iakttagelser kring söndagens skjutning. Allmänhet kan kontakta polisen på telefonnummer 114 14. ,30,maj,2021,https://www.aftonbladet.se/nyheter/a/Ln2g8P/en-dod-och-fem-skadade-efter-skjutning-i-goteborg
52,NULL,NULL,NULL,NULL,NULL,NULL,https://tv.aftonbladet.se/video/313906
53, 04 juli 2021 kl. 10.19,Misstänkt för dödsskjutning av polis häktas,"En polis sköts till döds i  Göteborg Han misstänks på sannolika skäl för mord och mordförsök. Häktningsförhandlingen i det uppmärksammade fallet där en polis sköts till döds i tjänsten i Biskopsgården tidigare i veckan inleddes på söndagen. Åklagare Ulrika Åberg begärde att 17-åringen ska häktas med restriktioner.  Åklagaren begärde även att 17-åringens identitet ska omfattas av sekretess med hänsyn till fara för närstående. 17-åringen befann sig inte i salen till en början på grund av hotbilden mot honom, enligt åklagaren. När tingsrätten beslutade om stängda dörrar gick han in i salen. Förhandlingen pågår just nu vid Göteborgs tingsrätt. 17-åringen nekar till anklagelserna, via sin offentliga försvarare Hans Palm. Han anser att det är problematiskt att hans klient har fått fulla restriktioner.  Han vill inte gå närmare in på 17-åringens tillstånd.  Motivet bakom dödsskjutningen är fortfarande oklart. Polisens utredningsledare Anna Bergkvist sa vid en presskonferens på fredagen att man inte tror att den dödade polismannen var den tänkta måltavlan.  I nuläget finns bara en målsägande, men åklagaren menar att det kan bli fler. Polisen har tidigare sagt att det dels är den ihjälskjutne polisen som är målsägande, dels tre andra. Ingen av de andra annan träffades av skott. En av dem, en person som befann sig på mordplatsen i onsdags, och den häktade 17-åringen tillhör olika kriminella grupperingar. Anhöriga till den misstänkte 17-åringen har flyttats från Biskopsgården. Åklagaren vill inte gå in på exakt varför den åtgärden genomförts, men hänvisar till sin erfarenhet av tidigare ärendet att det det brukar uppstå en hotbild mot anhöriga. Efter skjutningen har polisen haft en stor närvaro i området kring Biskopsgården, bland annat genom helikopter och hundpatruller. Stora resurser har även lagts på utredningen av dödsskjutningen.  Aftonbladet Daily med Tomas Stjernfeldt på Polisförbundet. ",04,juli,2021,https://www.aftonbladet.se/nyheter/a/WO4RVa/misstankt-for-dodsskjutning-av-polis-haktas
54,NULL,NULL,NULL,NULL,NULL,NULL,https://tv.aftonbladet.se/video/276551
55, 25 november 2019 kl. 07.58,NULL,En man i 50-årsåldern hittades under natten död i en lägenhet i stadsdelen  Göteborg Nu uppger lokala medier att fler personer har anhållits. Ett grövre våldsbrott misstänks ha begåtts under helgen. Därför hålls förhör med grannar i huset där den avlidne mannen påträffades. Polisen larmades till platsen 02.24. ,25,november,2019,https://www.aftonbladet.se/nyheter/a/7016VW/dod-man-hittad-i-lagenhet--fem-anhallna
56,NULL,NULL,NULL,NULL,NULL,NULL,https://tv.aftonbladet.se/video/301636
57, 18 oktober 2019 kl. 14.42,Flicka i torpedmord får sänkt straff,"Mordet skedde i stadsdelen  Den 17-åriga flickan döms av hovrätten i  Göteborg Två män döms, precis som i tingsrätten, för att ha utfört mordet på Lidingö. För en av männen sänker dock hovrätten straffet från livstid till 18 års fängelse. En 22-årig man, som i tingsrätten dömdes till drygt sju års fängelse för medhjälp till mordet på Lidingö, frias nu. 22-åringen var med och brände upp en flyktbil, men enligt hovrätten är det inte givet att han förstod att det gjordes för att dölja ett mord. Åklagarna har hävdat att båda morden var beställda, vilket innebär att gärningsmännen varit så kallade torpeder. Men ingen har dömts för att ha beställt dåden. ",18,oktober,2019,https://www.aftonbladet.se/nyheter/a/wP5jo4/flicka-i-torpedmord-far-sankt-straff
58, 30 april 2020 kl. 11.30,Man hittad död vid kyrkogård,En medelålders man har hittats avliden vid en kyrkogård i  Göteborg Platsen är avspärrad för kriminalteknisk undersökning. Kroppen misstänks inte ha legat där särskilt länge eftersom den låg öppet på en väg. ,30,april,2020,https://www.aftonbladet.se/nyheter/a/70vpjB/man-hittad-dod-vid-kyrkogard
59, 27 mars 2020 kl. 11.32,Straff fastställs efter rånmord på Hisingen,"Hovrätten fastställer till största delen straffen för ett rånmord på  Göteborg Mordet skedde vid tvåtiden på natten på Hjalmar Brantingsplatsen, nära Backaplan. Två unga män som gått av en buss blev attackerade, och rånades bland annat på en väska och en mobiltelefon. En av de rånade männen fick ett knivhugg i bröstet och avled. En 22-årig man dömdes i tingsrätten till 16 års fängelse för mord. Den domen överklagades inte. De åtalade greps nära brottsplatsen. Alla tre var påverkade av droger. ",27,mars,2020,https://www.aftonbladet.se/nyheter/a/najLgx/straff-faststalls-efter-ranmord-pa-hisingen
60, 24 oktober 2019 kl. 14.56,Ung man hittad död i skärgården,"Larmet om dödsfallet kom vid 13-tiden på torsdagen. Ambulans ryckte ut och snart tillkallas även polis till bostaden på Hönö i  Sjöpolisen samt ytterligare patrull kallades till bostaden, som spärrades av.   Eftersom omständigheterna kring dödsfallet är oklara har polisen inlett en en förundersökning gällande misstänkt mord alternativt dråp. Tre män har hämtats till förhör i ärendet. De släpptes senare, uppger polisen på sin hemsida strax före klockan 20. Polisen meddelar även att en rättsmedicinsk undersökning kommer att genomföras för att kunna fastställa vad som orsakat mannens död.  Enligt  Göteborgs-Posten Framför en bild på sig själv, som spridits på Snapchat, ska han ha skrivit en text där han namnger flera av de personer som ska ha misshandlat honom, rapporterar tidningen.  ",24,oktober,2019,https://www.aftonbladet.se/nyheter/a/JoGjm6/ung-man-hittad-dod-i-skargarden
61,NULL,NULL,NULL,NULL,NULL,NULL,https://tv.aftonbladet.se/video/296864
62, 22 april 2020 kl. 09.58,Misstänkt mord på äldreboende,En äldre man har hittats död på ett äldreboende i Göteborgsområdet. En man i 70-årsåldern är misstänkt för mord. Polisen fick ett larm om dödsfallet vid 18-tiden på tisdagen. Då beskrevs dödsorsaken som ett hjärtstopp. Men sedan väcktes misstankar. Den misstänkte mannen är anhållen av åklagare. Polisens tekniker har gjort en undersökning på äldreboendet. ,22,april,2020,https://www.aftonbladet.se/nyheter/a/Op9vl3/misstankt-mord-pa-aldreboende
63, 01 juni 2021 kl. 08.49,NULL,"Tidigt på eftermiddagen i söndags sköts en 44-årig man till döds i  Göteborg Ytterligare två män i 60-årsåldern skadades. En 21-årig man som är skriven bara några hundra meter från mordplatsen är anhållen och misstänks ha avlossat skotten. Han stoppades i flykten av vittnen till skjutningen. Innan han kunde gripas misshandlades 21-åringen som fördes från platsen i ambulans. Sent i går kväll gick polisen i Göteborg ut och bad om allmänhetens hjälp. De söker iakttagelser av personer som setts i anslutning till en blå cykel. Eventuellt ska det röra sig om elcykel, skriver polisen. Enligt uppgift till Aftonbladet söker polisen också efter ytterligare en man som ska ha varit delaktig i skjutningen. Mannen ska ha kommit till mordplatsen tillsammans med den anhållne skytten och ska enligt Aftonbladets uppgifter ha lyckats fly platsen på cykel. Samtidigt som utredningen av mordet och mordförsöken pågår arbetar polisen intensivt för att förhindra nya våldsdåd. Personer med koppling till den mördade 44-åringen har under början av veckan rest till Göteborg och i går ska flera fordon ha stoppats i Skåne. Under gårdagskvällen anlände också personer med kopplingar till konflikten till Göteborg via Landvetter, enligt uppgift till Aftonbladet. Polisen har också avsatt stora resurser för att stävja våldet och försöka återställa normaltillstånd. ",01,juni,2021,https://www.aftonbladet.se/nyheter/a/JJj5r6/man-pa-cykel-flydde-dodskjutningen--polisen-ber-om-hjalp
